pitch,roll,yaw,Ax,Ay,Az,timestamp
-0.8,-89.0,-0.4,-0.018,-1.002,+0.020,2017-08-21T00:00:01
-0.8,-88.9,+0.3,-0.017,-1.001,+0.021,2017-08-21T00:00:03
-0.9,-88.9,+0.5,-0.017,-1.002,+0.021,2017-08-21T00:00:05
-0.8,-89.0,+0.4,-0.016,-1.002,+0.020,2017-08-21T00:00:07
-0.9,-89.0,+0.0,-0.017,-1.001,+0.020,2017-08-21T00:00:09
-0.8,-89.1,-0.3,-0.016,-1.002,+0.017,2017-08-21T00:00:11
-0.8,-89.1,-0.2,-0.017,-1.002,+0.016,2017-08-21T00:00:13
-0.8,-89.1,-0.1,-0.016,-1.001,+0.019,2017-08-21T00:00:15
-0.8,-89.0,-0.1,-0.015,-1.002,+0.019,2017-08-21T00:00:17
-0.8,-89.0,-0.2,-0.015,-1.002,+0.019,2017-08-21T00:00:19
-0.8,-89.1,-0.2,-0.016,-1.001,+0.017,2017-08-21T00:00:21
-0.9,-89.1,+0.0,-0.017,-1.001,+0.018,2017-08-21T00:00:23
-0.9,-89.1,+0.2,-0.017,-1.001,+0.018,2017-08-21T00:00:26
-0.9,-89.1,+0.1,-0.016,-1.000,+0.019,2017-08-21T00:00:28
-0.8,-89.0,+0.1,-0.016,-1.001,+0.020,2017-08-21T00:00:30
-0.8,-89.0,+0.0,-0.017,-1.001,+0.020,2017-08-21T00:00:32
-0.9,-89.0,-0.0,-0.017,-1.000,+0.019,2017-08-21T00:00:34
-0.9,-89.0,+0.0,-0.016,-1.002,+0.019,2017-08-21T00:00:36
-0.8,-89.1,-0.2,-0.016,-1.002,+0.018,2017-08-21T00:00:38
-0.8,-89.0,-0.3,-0.016,-1.001,+0.018,2017-08-21T00:00:40
-0.8,-89.0,+0.1,-0.016,-1.001,+0.019,2017-08-21T00:00:42
-0.9,-88.9,+0.8,-0.017,-1.001,+0.022,2017-08-21T00:00:44
-0.9,-88.9,+1.0,-0.017,-1.001,+0.021,2017-08-21T00:00:46
-0.8,-88.9,+0.8,-0.018,-1.002,+0.021,2017-08-21T00:00:48
-0.9,-89.0,+0.2,-0.018,-1.002,+0.019,2017-08-21T00:00:50
-0.9,-89.0,-0.1,-0.017,-1.002,+0.017,2017-08-21T00:00:52
-0.8,-89.1,-0.0,-0.015,-1.001,+0.018,2017-08-21T00:00:54
-0.8,-89.1,-0.1,-0.017,-1.002,+0.017,2017-08-21T00:00:56
-0.8,-89.0,-0.1,-0.016,-1.002,+0.018,2017-08-21T00:00:58
-0.9,-89.0,-0.1,-0.016,-1.002,+0.019,2017-08-21T00:01:00
-0.9,-89.0,-0.2,-0.016,-1.001,+0.020,2017-08-21T00:01:02
-0.9,-88.9,-0.3,-0.017,-1.002,+0.020,2017-08-21T00:01:04
-0.9,-89.0,-0.3,-0.016,-1.000,+0.020,2017-08-21T00:01:06
-0.9,-89.0,-0.3,-0.017,-1.000,+0.020,2017-08-21T00:01:08
-0.9,-89.0,-0.4,-0.017,-1.001,+0.019,2017-08-21T00:01:10
-0.9,-89.1,-0.1,-0.017,-1.001,+0.019,2017-08-21T00:01:13
-1.0,-89.0,+0.4,-0.017,-1.002,+0.020,2017-08-21T00:01:15
-0.9,-89.0,+0.7,-0.017,-1.001,+0.021,2017-08-21T00:01:17
-0.9,-89.0,+0.5,-0.017,-1.001,+0.021,2017-08-21T00:01:19
-0.9,-89.1,-0.0,-0.016,-1.001,+0.019,2017-08-21T00:01:21
-0.9,-89.1,-0.7,-0.017,-1.001,+0.017,2017-08-21T00:01:23
-0.9,-89.1,-0.6,-0.016,-1.001,+0.018,2017-08-21T00:01:25
-1.0,-89.0,+0.1,-0.015,-1.001,+0.022,2017-08-21T00:01:27
-0.9,-88.9,+0.8,-0.017,-1.001,+0.020,2017-08-21T00:01:29
-0.9,-89.0,+0.6,-0.017,-1.000,+0.022,2017-08-21T00:01:31
-0.9,-89.0,+0.1,-0.017,-1.002,+0.020,2017-08-21T00:01:33
-0.9,-89.0,-0.4,-0.017,-1.001,+0.019,2017-08-21T00:01:35
-0.9,-89.0,-0.6,-0.018,-1.001,+0.019,2017-08-21T00:01:37
-1.0,-89.0,-0.3,-0.016,-1.002,+0.018,2017-08-21T00:01:39
-0.9,-89.0,+0.0,-0.017,-1.001,+0.019,2017-08-21T00:01:41
-0.9,-89.0,+0.3,-0.017,-0.999,+0.021,2017-08-21T00:01:43
-0.9,-89.1,+0.1,-0.016,-1.001,+0.018,2017-08-21T00:01:45
-0.9,-89.1,-0.3,-0.017,-1.001,+0.020,2017-08-21T00:01:47
-0.9,-89.1,-0.3,-0.016,-1.001,+0.019,2017-08-21T00:01:49
-0.9,-89.1,+0.1,-0.016,-1.001,+0.019,2017-08-21T00:01:51
-0.9,-89.1,+0.3,-0.017,-1.001,+0.018,2017-08-21T00:01:53
-0.9,-89.1,+0.1,-0.017,-1.001,+0.018,2017-08-21T00:01:55
-0.9,-89.1,-0.0,-0.017,-1.000,+0.019,2017-08-21T00:01:57
-0.9,-89.0,+0.1,-0.017,-1.001,+0.020,2017-08-21T00:02:00
-0.9,-89.0,+0.5,-0.016,-1.001,+0.020,2017-08-21T00:02:02
-0.9,-88.9,+0.6,-0.016,-1.002,+0.021,2017-08-21T00:02:04
-0.9,-88.9,+0.2,-0.016,-1.001,+0.020,2017-08-21T00:02:06
-0.9,-89.0,-0.2,-0.017,-1.002,+0.019,2017-08-21T00:02:08
-0.9,-89.0,-0.6,-0.016,-1.001,+0.019,2017-08-21T00:02:10
-0.9,-89.0,-0.5,-0.017,-1.001,+0.018,2017-08-21T00:02:12
-0.9,-89.0,+0.0,-0.017,-1.001,+0.020,2017-08-21T00:02:14
-0.9,-89.0,+0.6,-0.016,-1.001,+0.019,2017-08-21T00:02:16
-0.9,-89.0,+0.4,-0.016,-1.002,+0.019,2017-08-21T00:02:18
-0.9,-89.0,-0.2,-0.015,-1.002,+0.020,2017-08-21T00:02:20
-0.9,-89.0,-0.5,-0.017,-1.001,+0.020,2017-08-21T00:02:22
-0.9,-89.1,-0.5,-0.017,-1.002,+0.018,2017-08-21T00:02:24
-0.9,-89.1,-0.0,-0.017,-1.002,+0.018,2017-08-21T00:02:26
-0.9,-89.1,+0.3,-0.016,-1.002,+0.017,2017-08-21T00:02:28
-0.9,-89.0,+0.3,-0.017,-1.001,+0.019,2017-08-21T00:02:30
-0.9,-88.9,+0.1,-0.018,-1.001,+0.021,2017-08-21T00:02:32
-0.9,-88.9,+0.1,-0.018,-1.001,+0.022,2017-08-21T00:02:34
-0.9,-89.0,+0.2,-0.016,-1.000,+0.020,2017-08-21T00:02:36
-0.9,-89.0,+0.1,-0.016,-1.002,+0.019,2017-08-21T00:02:38
-0.9,-89.0,-0.2,-0.016,-1.002,+0.019,2017-08-21T00:02:40
-0.9,-89.0,-0.4,-0.017,-1.001,+0.019,2017-08-21T00:02:42
-0.9,-89.0,-0.0,-0.018,-1.002,+0.019,2017-08-21T00:02:44
-0.9,-88.9,+0.6,-0.016,-1.000,+0.021,2017-08-21T00:02:47
-0.9,-88.9,+1.0,-0.017,-1.002,+0.021,2017-08-21T00:02:49
-0.9,-89.0,+0.8,-0.016,-1.001,+0.019,2017-08-21T00:02:51
-0.9,-89.0,+0.2,-0.017,-1.002,+0.021,2017-08-21T00:02:53
-0.9,-89.1,-0.4,-0.017,-1.001,+0.018,2017-08-21T00:02:55
-0.9,-89.1,-0.6,-0.016,-1.002,+0.018,2017-08-21T00:02:57
-0.9,-89.1,-0.4,-0.016,-1.001,+0.018,2017-08-21T00:02:59
-0.9,-89.0,-0.0,-0.016,-1.000,+0.019,2017-08-21T00:03:01
-0.9,-89.0,+0.2,-0.017,-1.000,+0.020,2017-08-21T00:03:03
-0.9,-89.0,+0.1,-0.016,-1.001,+0.020,2017-08-21T00:03:05
-0.9,-89.1,-0.1,-0.017,-1.001,+0.019,2017-08-21T00:03:07
-0.9,-89.1,-0.0,-0.017,-1.000,+0.017,2017-08-21T00:03:09
-0.9,-89.1,+0.1,-0.016,-1.001,+0.018,2017-08-21T00:03:11
-0.9,-89.1,+0.0,-0.016,-1.001,+0.018,2017-08-21T00:03:13
-0.9,-89.0,-0.1,-0.017,-1.000,+0.019,2017-08-21T00:03:15
-0.9,-89.0,-0.1,-0.017,-1.000,+0.020,2017-08-21T00:03:17
-0.9,-89.0,-0.1,-0.017,-0.999,+0.021,2017-08-21T00:03:19
-0.9,-89.1,-0.2,-0.017,-1.001,+0.020,2017-08-21T00:03:21
-0.9,-89.1,-0.4,-0.016,-0.999,+0.020,2017-08-21T00:03:23
-0.9,-89.0,-0.5,-0.016,-1.001,+0.019,2017-08-21T00:03:25
-0.9,-89.0,-0.1,-0.016,-1.000,+0.021,2017-08-21T00:03:27
-1.0,-89.0,+0.5,-0.016,-0.999,+0.022,2017-08-21T00:03:29
-1.0,-88.9,+0.5,-0.017,-1.001,+0.021,2017-08-21T00:03:31
-1.0,-89.0,+0.1,-0.018,-1.000,+0.020,2017-08-21T00:03:34
-1.0,-89.1,-0.3,-0.015,-0.999,+0.019,2017-08-21T00:03:36
-1.0,-89.1,-0.4,-0.017,-1.001,+0.018,2017-08-21T00:03:38
-0.9,-89.1,-0.1,-0.017,-1.000,+0.019,2017-08-21T00:03:40
-0.9,-89.1,+0.1,-0.016,-1.001,+0.020,2017-08-21T00:03:42
-0.9,-89.0,-0.1,-0.016,-1.000,+0.020,2017-08-21T00:03:44
-0.9,-89.0,-0.2,-0.017,-1.001,+0.019,2017-08-21T00:03:46
-0.9,-89.1,-0.0,-0.016,-1.001,+0.020,2017-08-21T00:03:48
-0.9,-89.1,+0.2,-0.016,-1.001,+0.018,2017-08-21T00:03:50
-0.9,-89.1,+0.2,-0.015,-1.000,+0.018,2017-08-21T00:03:52
-0.9,-89.0,+0.1,-0.018,-1.001,+0.019,2017-08-21T00:03:54
-0.9,-89.0,-0.1,-0.017,-1.000,+0.021,2017-08-21T00:03:56
-1.0,-89.0,-0.1,-0.016,-1.001,+0.020,2017-08-21T00:03:58
-1.0,-89.0,+0.0,-0.016,-1.001,+0.021,2017-08-21T00:04:00
-1.0,-89.0,-0.2,-0.017,-1.001,+0.020,2017-08-21T00:04:02
-0.9,-89.0,-0.4,-0.016,-1.000,+0.021,2017-08-21T00:04:04
-1.0,-89.0,-0.3,-0.016,-1.001,+0.020,2017-08-21T00:04:06
-0.9,-88.9,+0.1,-0.016,-1.000,+0.022,2017-08-21T00:04:08
-0.9,-88.9,+0.4,-0.016,-1.001,+0.020,2017-08-21T00:04:10
-0.9,-88.9,+0.3,-0.016,-1.000,+0.021,2017-08-21T00:04:12
-0.9,-89.0,-0.1,-0.015,-1.001,+0.018,2017-08-21T00:04:14
-1.0,-89.0,-0.1,-0.016,-1.001,+0.018,2017-08-21T00:04:16
-1.0,-89.0,+0.2,-0.017,-1.000,+0.018,2017-08-21T00:04:18
-0.9,-89.0,+0.3,-0.015,-1.001,+0.019,2017-08-21T00:04:21
-0.9,-89.0,+0.2,-0.016,-1.001,+0.020,2017-08-21T00:04:23
-0.9,-89.0,+0.0,-0.016,-1.001,+0.020,2017-08-21T00:04:25
-0.9,-89.0,-0.2,-0.016,-1.000,+0.020,2017-08-21T00:04:27
-1.0,-89.1,+0.0,-0.017,-1.001,+0.018,2017-08-21T00:04:29
-1.0,-89.1,+0.3,-0.015,-1.002,+0.018,2017-08-21T00:04:31
-1.0,-89.1,+0.3,-0.016,-1.001,+0.019,2017-08-21T00:04:33
-0.9,-89.0,+0.3,-0.015,-1.001,+0.019,2017-08-21T00:04:35
-0.9,-89.0,+0.3,-0.017,-1.001,+0.020,2017-08-21T00:04:37
-0.9,-88.9,-0.1,-0.017,-1.000,+0.021,2017-08-21T00:04:39
-0.9,-89.0,-0.3,-0.016,-1.002,+0.019,2017-08-21T00:04:41
-0.9,-89.0,-0.5,-0.016,-1.000,+0.020,2017-08-21T00:04:43
-0.9,-89.0,-0.5,-0.016,-1.002,+0.019,2017-08-21T00:04:45
-0.9,-88.9,+0.0,-0.017,-1.002,+0.020,2017-08-21T00:04:47
-1.0,-88.9,+0.6,-0.017,-1.001,+0.022,2017-08-21T00:04:49
-0.9,-88.9,+0.7,-0.019,-1.000,+0.022,2017-08-21T00:04:51
-1.0,-88.9,+0.6,-0.016,-1.002,+0.021,2017-08-21T00:04:53
-1.0,-89.0,+0.3,-0.016,-1.002,+0.017,2017-08-21T00:04:55
-1.0,-89.1,-0.0,-0.015,-1.001,+0.017,2017-08-21T00:04:57
-0.9,-89.1,-0.1,-0.016,-1.002,+0.017,2017-08-21T00:04:59
-0.9,-89.0,-0.0,-0.015,-1.000,+0.020,2017-08-21T00:05:01
-0.9,-89.0,-0.1,-0.016,-0.999,+0.021,2017-08-21T00:05:03
-0.9,-89.0,-0.1,-0.017,-0.999,+0.021,2017-08-21T00:05:05
-0.9,-89.0,-0.1,-0.016,-1.001,+0.019,2017-08-21T00:05:08
-0.9,-89.1,-0.1,-0.017,-1.000,+0.020,2017-08-21T00:05:10
-0.9,-89.0,-0.2,-0.015,-1.002,+0.020,2017-08-21T00:05:12
-0.9,-89.0,-0.2,-0.016,-1.001,+0.020,2017-08-21T00:05:14
-0.9,-88.9,-0.0,-0.016,-1.001,+0.021,2017-08-21T00:05:16
-0.9,-89.0,+0.1,-0.016,-1.001,+0.021,2017-08-21T00:05:18
-0.9,-89.0,+0.2,-0.017,-1.001,+0.020,2017-08-21T00:05:20
-0.9,-89.0,+0.0,-0.016,-1.000,+0.020,2017-08-21T00:05:22
-0.9,-89.0,-0.3,-0.016,-1.000,+0.020,2017-08-21T00:05:24
-0.9,-89.0,-0.3,-0.016,-1.001,+0.019,2017-08-21T00:05:26
-0.9,-89.0,-0.2,-0.016,-1.001,+0.019,2017-08-21T00:05:28
-1.0,-89.0,+0.0,-0.017,-1.000,+0.019,2017-08-21T00:05:30
-0.9,-89.0,+0.2,-0.017,-1.002,+0.019,2017-08-21T00:05:32
-0.9,-89.0,+0.2,-0.016,-1.002,+0.020,2017-08-21T00:05:34
-1.0,-88.9,+0.2,-0.016,-1.000,+0.020,2017-08-21T00:05:36
-1.0,-88.9,-0.0,-0.017,-1.002,+0.020,2017-08-21T00:05:38
-1.0,-89.0,-0.5,-0.015,-1.001,+0.021,2017-08-21T00:05:40
-1.0,-89.0,-0.8,-0.016,-1.001,+0.020,2017-08-21T00:05:42
-0.9,-89.1,-1.1,-0.017,-1.000,+0.018,2017-08-21T00:05:44
-0.9,-89.1,-0.9,-0.017,-1.001,+0.019,2017-08-21T00:05:46
-0.9,-89.1,-0.7,-0.016,-1.001,+0.019,2017-08-21T00:05:48
-0.9,-89.0,-0.4,-0.017,-1.000,+0.021,2017-08-21T00:05:50
-1.0,-89.0,-0.3,-0.017,-1.001,+0.020,2017-08-21T00:05:52
-0.9,-88.9,-0.4,-0.017,-1.001,+0.021,2017-08-21T00:05:55
-0.9,-89.0,-0.7,-0.018,-1.001,+0.021,2017-08-21T00:05:57
-0.9,-89.0,-1.1,-0.017,-1.001,+0.021,2017-08-21T00:05:59
-0.9,-89.0,-1.2,-0.017,-1.000,+0.021,2017-08-21T00:06:01
-0.9,-88.9,-0.7,-0.018,-1.001,+0.021,2017-08-21T00:06:03
-0.9,-88.9,-0.0,-0.017,-1.001,+0.022,2017-08-21T00:06:05
-0.9,-88.9,+0.1,-0.017,-1.001,+0.021,2017-08-21T00:06:07
-0.9,-88.9,-0.3,-0.016,-1.001,+0.020,2017-08-21T00:06:09
-0.9,-89.0,-0.9,-0.017,-1.000,+0.019,2017-08-21T00:06:11
-1.0,-89.1,-1.0,-0.016,-1.001,+0.018,2017-08-21T00:06:13
-1.0,-89.1,-0.6,-0.017,-1.001,+0.019,2017-08-21T00:06:15
-0.9,-89.1,-0.1,-0.017,-1.001,+0.019,2017-08-21T00:06:17
-0.9,-88.9,-0.1,-0.016,-1.001,+0.021,2017-08-21T00:06:19
-0.9,-88.9,-0.4,-0.015,-1.001,+0.020,2017-08-21T00:06:21
-0.9,-88.9,-0.9,-0.017,-1.001,+0.021,2017-08-21T00:06:23
-0.9,-88.9,-0.9,-0.017,-1.001,+0.021,2017-08-21T00:06:25
-0.9,-88.9,-0.5,-0.016,-1.000,+0.020,2017-08-21T00:06:27
-0.9,-89.0,+0.1,-0.014,-1.000,+0.019,2017-08-21T00:06:29
-0.9,-89.0,+0.2,-0.016,-1.000,+0.020,2017-08-21T00:06:31
-0.9,-89.0,+0.1,-0.016,-1.002,+0.018,2017-08-21T00:06:33
-1.0,-88.9,+0.0,-0.017,-1.001,+0.019,2017-08-21T00:06:35
-0.9,-88.9,+0.2,-0.016,-1.000,+0.021,2017-08-21T00:06:37
-0.9,-88.9,+0.5,-0.017,-1.001,+0.020,2017-08-21T00:06:39
-1.0,-88.9,+0.6,-0.017,-1.002,+0.021,2017-08-21T00:06:42
-1.0,-89.0,+0.4,-0.017,-1.001,+0.019,2017-08-21T00:06:44
-1.0,-88.9,-0.1,-0.016,-1.001,+0.021,2017-08-21T00:06:46
-0.9,-88.9,-0.4,-0.017,-1.000,+0.021,2017-08-21T00:06:48
-1.0,-89.0,-0.5,-0.016,-1.002,+0.019,2017-08-21T00:06:50
-1.0,-88.9,-0.3,-0.016,-1.001,+0.020,2017-08-21T00:06:52
-1.0,-89.0,+0.2,-0.017,-1.001,+0.019,2017-08-21T00:06:54
-0.9,-89.0,+0.2,-0.016,-1.002,+0.020,2017-08-21T00:06:56
-0.9,-89.0,+0.1,-0.015,-1.001,+0.020,2017-08-21T00:06:58
-1.0,-88.9,+0.0,-0.016,-1.001,+0.021,2017-08-21T00:07:00
-0.9,-88.9,+0.1,-0.017,-1.001,+0.021,2017-08-21T00:07:02
-1.0,-88.9,+0.2,-0.018,-1.001,+0.020,2017-08-21T00:07:04
-1.0,-89.0,+0.2,-0.017,-1.001,+0.019,2017-08-21T00:07:06
-0.9,-89.0,-0.1,-0.017,-1.000,+0.019,2017-08-21T00:07:08
-1.0,-89.0,-0.3,-0.016,-1.001,+0.020,2017-08-21T00:07:10
-1.0,-89.0,-0.2,-0.017,-1.001,+0.018,2017-08-21T00:07:12
-1.0,-89.0,-0.1,-0.016,-1.001,+0.018,2017-08-21T00:07:14
-1.0,-89.0,-0.0,-0.015,-1.000,+0.020,2017-08-21T00:07:16
-1.0,-88.9,-0.0,-0.016,-1.001,+0.021,2017-08-21T00:07:18
-1.1,-89.0,+0.0,-0.016,-1.001,+0.020,2017-08-21T00:07:20
-1.0,-88.9,+0.2,-0.017,-1.001,+0.021,2017-08-21T00:07:22
-1.0,-89.0,+0.1,-0.016,-1.000,+0.020,2017-08-21T00:07:24
-1.0,-89.0,-0.2,-0.015,-1.001,+0.020,2017-08-21T00:07:26
-1.0,-89.0,-0.3,-0.015,-1.001,+0.019,2017-08-21T00:07:29
-1.0,-89.0,-0.1,-0.016,-1.001,+0.019,2017-08-21T00:07:31
-1.0,-89.0,+0.2,-0.018,-0.999,+0.020,2017-08-21T00:07:33
-1.0,-89.0,+0.2,-0.016,-1.000,+0.021,2017-08-21T00:07:35
-1.0,-89.0,+0.2,-0.017,-1.000,+0.021,2017-08-21T00:07:37
-1.0,-88.9,+0.2,-0.016,-1.001,+0.022,2017-08-21T00:07:39
-1.0,-88.9,+0.3,-0.017,-1.001,+0.020,2017-08-21T00:07:41
-1.0,-88.9,+0.2,-0.016,-1.001,+0.019,2017-08-21T00:07:43
-1.0,-89.0,-0.0,-0.016,-1.000,+0.020,2017-08-21T00:07:45
-1.0,-89.0,-0.3,-0.017,-1.001,+0.021,2017-08-21T00:07:47
-1.0,-89.0,-0.4,-0.017,-1.001,+0.020,2017-08-21T00:07:49
-1.0,-89.0,-0.1,-0.017,-1.000,+0.021,2017-08-21T00:07:51
-1.0,-89.0,+0.2,-0.015,-1.001,+0.020,2017-08-21T00:07:53
-1.0,-89.0,+0.3,-0.015,-1.001,+0.019,2017-08-21T00:07:55
-1.0,-89.0,+0.1,-0.015,-1.001,+0.020,2017-08-21T00:07:57
-1.0,-89.0,-0.1,-0.017,-1.002,+0.020,2017-08-21T00:07:59
-1.0,-88.9,-0.2,-0.016,-1.002,+0.021,2017-08-21T00:08:01
-1.0,-88.9,-0.1,-0.016,-1.000,+0.021,2017-08-21T00:08:03
-1.0,-89.0,+0.0,-0.016,-1.000,+0.019,2017-08-21T00:08:05
-1.0,-89.0,-0.1,-0.017,-1.002,+0.019,2017-08-21T00:08:07
-1.0,-89.0,-0.2,-0.017,-1.001,+0.018,2017-08-21T00:08:09
-1.0,-88.9,-0.1,-0.016,-1.001,+0.019,2017-08-21T00:08:11
-1.0,-88.9,-0.0,-0.017,-1.000,+0.021,2017-08-21T00:08:13
-1.0,-88.9,-0.0,-0.016,-1.002,+0.020,2017-08-21T00:08:16
-1.0,-88.9,+0.1,-0.017,-1.001,+0.022,2017-08-21T00:08:18
-1.0,-88.9,+0.1,-0.016,-1.001,+0.020,2017-08-21T00:08:20
-1.0,-88.9,-0.0,-0.016,-1.002,+0.020,2017-08-21T00:08:22
-1.0,-88.9,-0.3,-0.016,-1.001,+0.020,2017-08-21T00:08:24
-1.0,-89.0,-0.5,-0.016,-1.000,+0.021,2017-08-21T00:08:26
-1.0,-88.9,-0.4,-0.016,-1.000,+0.019,2017-08-21T00:08:28
-1.0,-88.9,-0.0,-0.016,-1.001,+0.019,2017-08-21T00:08:30
-1.0,-88.9,+0.1,-0.017,-1.001,+0.021,2017-08-21T00:08:32
-1.0,-88.9,+0.1,-0.016,-1.001,+0.021,2017-08-21T00:08:34
-1.0,-88.9,+0.1,-0.017,-1.000,+0.021,2017-08-21T00:08:36
-1.0,-88.9,+0.1,-0.018,-1.001,+0.020,2017-08-21T00:08:38
-1.0,-89.0,+0.1,-0.016,-1.001,+0.020,2017-08-21T00:08:40
-1.0,-89.0,-0.0,-0.016,-1.002,+0.020,2017-08-21T00:08:42
-0.9,-89.0,-0.3,-0.015,-1.000,+0.020,2017-08-21T00:08:44
-1.0,-88.9,-0.4,-0.017,-1.000,+0.021,2017-08-21T00:08:46
-1.0,-88.9,-0.1,-0.019,-1.001,+0.021,2017-08-21T00:08:48
-1.0,-89.0,+0.1,-0.016,-1.001,+0.020,2017-08-21T00:08:50
-1.0,-89.0,+0.2,-0.016,-1.000,+0.019,2017-08-21T00:08:52
-1.0,-89.0,+0.2,-0.017,-1.001,+0.019,2017-08-21T00:08:54
-1.0,-88.9,+0.0,-0.016,-0.999,+0.021,2017-08-21T00:08:56
-1.0,-88.9,-0.2,-0.017,-1.000,+0.022,2017-08-21T00:08:59
-1.0,-88.9,+0.0,-0.017,-0.999,+0.021,2017-08-21T00:09:01
-1.0,-88.9,+0.3,-0.016,-1.000,+0.020,2017-08-21T00:09:03
-1.0,-89.0,+0.5,-0.016,-1.000,+0.019,2017-08-21T00:09:05
-1.0,-89.0,+0.5,-0.016,-1.001,+0.019,2017-08-21T00:09:07
-0.9,-89.0,+0.2,-0.017,-1.000,+0.020,2017-08-21T00:09:09
-1.0,-89.0,-0.0,-0.016,-1.001,+0.020,2017-08-21T00:09:11
-1.0,-88.9,-0.0,-0.018,-0.999,+0.022,2017-08-21T00:09:13
-1.0,-88.9,+0.1,-0.016,-1.002,+0.021,2017-08-21T00:09:15
-1.0,-88.9,-0.0,-0.017,-1.002,+0.020,2017-08-21T00:09:17
-1.0,-88.9,-0.3,-0.016,-1.000,+0.020,2017-08-21T00:09:19
-0.9,-88.9,-0.7,-0.016,-1.001,+0.020,2017-08-21T00:09:21
-0.9,-88.9,-0.4,-0.017,-1.001,+0.021,2017-08-21T00:09:23
-0.9,-88.9,+0.2,-0.017,-1.000,+0.022,2017-08-21T00:09:25
-0.9,-88.8,+0.5,-0.016,-1.001,+0.022,2017-08-21T00:09:27
-0.9,-88.9,+0.3,-0.016,-1.001,+0.023,2017-08-21T00:09:29
-0.9,-88.9,+0.0,-0.016,-1.002,+0.021,2017-08-21T00:09:32
-0.9,-89.0,-0.1,-0.017,-1.002,+0.017,2017-08-21T00:09:34
-0.9,-89.0,-0.0,-0.016,-1.001,+0.019,2017-08-21T00:09:36
-0.9,-89.0,+0.2,-0.016,-1.002,+0.021,2017-08-21T00:09:38
-0.9,-88.9,-0.0,-0.016,-1.004,+0.019,2017-08-21T00:09:40
-0.9,-89.0,-0.1,-0.016,-1.002,+0.019,2017-08-21T00:09:42
-0.9,-89.0,-0.1,-0.017,-1.002,+0.020,2017-08-21T00:09:44
-0.9,-89.0,+0.0,-0.017,-1.001,+0.020,2017-08-21T00:09:46
-0.9,-89.0,+0.1,-0.016,-1.002,+0.018,2017-08-21T00:09:48
-0.9,-89.0,+0.2,-0.016,-1.001,+0.019,2017-08-21T00:09:50
-0.9,-88.9,+0.2,-0.016,-1.002,+0.021,2017-08-21T00:09:52
-1.0,-88.9,+0.3,-0.017,-1.002,+0.022,2017-08-21T00:09:54
-1.0,-88.9,+0.3,-0.016,-1.001,+0.022,2017-08-21T00:09:56
-0.9,-89.0,+0.0,-0.017,-1.002,+0.020,2017-08-21T00:09:58
-0.9,-89.1,-0.2,-0.016,-1.002,+0.018,2017-08-21T00:10:00
-0.9,-89.0,-0.2,-0.016,-1.001,+0.018,2017-08-21T00:10:02
-1.0,-89.0,+0.2,-0.017,-1.001,+0.021,2017-08-21T00:10:04
-1.0,-88.9,+0.8,-0.016,-1.003,+0.021,2017-08-21T00:10:06
-1.0,-88.9,+1.2,-0.017,-1.000,+0.024,2017-08-21T00:10:08
-1.0,-88.9,+0.8,-0.017,-1.001,+0.022,2017-08-21T00:10:10
-1.0,-88.9,+0.1,-0.017,-1.001,+0.020,2017-08-21T00:10:12
-0.9,-89.0,-0.3,-0.017,-1.002,+0.018,2017-08-21T00:10:14
-0.9,-89.0,-0.3,-0.015,-1.001,+0.020,2017-08-21T00:10:16
-0.9,-89.0,-0.1,-0.016,-1.001,+0.019,2017-08-21T00:10:19
-0.9,-88.9,+0.2,-0.016,-1.002,+0.020,2017-08-21T00:10:21
-0.9,-88.9,+0.4,-0.016,-1.002,+0.021,2017-08-21T00:10:23
-0.9,-88.8,+0.3,-0.016,-1.001,+0.023,2017-08-21T00:10:25
-0.9,-88.9,+0.3,-0.017,-1.001,+0.022,2017-08-21T00:10:27
-0.9,-88.9,+0.2,-0.017,-1.001,+0.021,2017-08-21T00:10:29
-0.9,-89.0,-0.1,-0.017,-1.001,+0.020,2017-08-21T00:10:31
-0.9,-89.0,-0.1,-0.016,-1.001,+0.020,2017-08-21T00:10:33
-0.9,-89.0,+0.2,-0.017,-1.002,+0.020,2017-08-21T00:10:35
-0.8,-89.0,+0.3,-0.016,-1.000,+0.019,2017-08-21T00:10:37
-0.9,-89.0,+0.2,-0.016,-1.001,+0.020,2017-08-21T00:10:39
-0.9,-89.0,+0.0,-0.017,-1.002,+0.019,2017-08-21T00:10:41
-0.9,-89.0,+0.2,-0.016,-1.000,+0.021,2017-08-21T00:10:43
-0.9,-88.9,+0.3,-0.017,-1.001,+0.020,2017-08-21T00:10:45
-0.9,-89.0,+0.1,-0.017,-1.001,+0.021,2017-08-21T00:10:47
-0.9,-89.0,-0.2,-0.017,-1.001,+0.020,2017-08-21T00:10:49
-0.9,-89.0,-0.1,-0.017,-1.002,+0.017,2017-08-21T00:10:51
-0.9,-89.0,+0.1,-0.017,-1.001,+0.019,2017-08-21T00:10:53
-0.9,-89.0,+0.1,-0.016,-1.001,+0.018,2017-08-21T00:10:55
-0.9,-89.0,+0.0,-0.017,-1.001,+0.020,2017-08-21T00:10:57
-0.9,-88.9,+0.2,-0.017,-1.001,+0.022,2017-08-21T00:10:59
-0.9,-88.9,+0.4,-0.017,-1.002,+0.021,2017-08-21T00:11:01
