pitch,roll,yaw,Ax,Ay,Az,timestamp
-0.4,-89.0,+0.4,-0.008,-1.001,+0.021,2017-08-21T06:10:30
-0.4,-89.0,+0.4,-0.008,-1.001,+0.021,2017-08-21T06:10:32
-0.4,-89.0,+0.4,-0.009,-1.000,+0.022,2017-08-21T06:10:34
-0.4,-88.9,+0.6,-0.008,-1.003,+0.021,2017-08-21T06:10:36
-0.4,-88.9,+0.6,-0.009,-1.002,+0.022,2017-08-21T06:10:38
-0.4,-88.9,+0.5,-0.008,-1.001,+0.022,2017-08-21T06:10:40
-0.4,-89.0,+0.5,-0.008,-1.000,+0.022,2017-08-21T06:10:42
-0.4,-89.0,+0.5,-0.008,-1.000,+0.022,2017-08-21T06:10:44
-0.4,-89.0,+0.5,-0.009,-1.001,+0.021,2017-08-21T06:10:46
-0.4,-89.0,+0.6,-0.008,-1.002,+0.022,2017-08-21T06:10:48
-0.4,-89.0,+0.6,-0.008,-1.001,+0.020,2017-08-21T06:10:51
-0.4,-89.0,+0.5,-0.008,-1.001,+0.020,2017-08-21T06:10:53
-0.4,-89.0,+0.6,-0.007,-1.000,+0.022,2017-08-21T06:10:55
-0.3,-89.0,+0.5,-0.007,-1.000,+0.022,2017-08-21T06:10:57
-0.4,-88.9,+0.5,-0.009,-1.002,+0.022,2017-08-21T06:10:59
-0.4,-89.0,+0.4,-0.008,-1.003,+0.021,2017-08-21T06:11:01
-0.4,-89.0,+0.4,-0.009,-1.001,+0.021,2017-08-21T06:11:03
-0.4,-89.0,+0.4,-0.008,-1.002,+0.023,2017-08-21T06:11:05
-0.4,-89.0,+0.5,-0.008,-1.001,+0.022,2017-08-21T06:11:07
-0.4,-89.0,+0.4,-0.007,-1.002,+0.022,2017-08-21T06:11:09
-0.4,-89.0,+0.4,-0.007,-1.001,+0.022,2017-08-21T06:11:11
-0.4,-89.0,+0.4,-0.006,-1.000,+0.021,2017-08-21T06:11:13
-0.3,-89.0,+0.3,-0.008,-1.001,+0.021,2017-08-21T06:11:15
-0.3,-88.9,+0.3,-0.007,-1.001,+0.022,2017-08-21T06:11:17
-0.3,-89.0,+0.5,-0.008,-1.002,+0.021,2017-08-21T06:11:19
-0.3,-89.0,+0.5,-0.007,-1.003,+0.022,2017-08-21T06:11:21
-0.4,-88.9,+0.4,-0.006,-1.002,+0.021,2017-08-21T06:11:23
-0.3,-89.0,+0.4,-0.006,-1.001,+0.022,2017-08-21T06:11:25
-0.3,-89.0,+0.4,-0.006,-1.001,+0.022,2017-08-21T06:11:27
-0.3,-89.0,+0.4,-0.007,-1.000,+0.022,2017-08-21T06:11:29
-0.3,-89.0,+0.5,-0.006,-1.003,+0.021,2017-08-21T06:11:31
-0.3,-89.0,+0.5,-0.007,-1.002,+0.020,2017-08-21T06:11:33
-0.2,-89.0,+0.5,-0.007,-1.001,+0.022,2017-08-21T06:11:35
-0.2,-89.0,+0.6,-0.006,-1.000,+0.022,2017-08-21T06:11:38
-0.2,-89.0,+0.6,-0.007,-1.001,+0.021,2017-08-21T06:11:40
-0.2,-89.0,+0.5,-0.004,-1.002,+0.022,2017-08-21T06:11:42
-0.2,-89.0,+0.5,-0.006,-1.003,+0.021,2017-08-21T06:11:44
-0.3,-89.0,+0.5,-0.006,-1.000,+0.020,2017-08-21T06:11:46
-0.3,-88.9,+0.5,-0.006,-1.000,+0.022,2017-08-21T06:11:48
-0.3,-89.0,+0.6,-0.006,-1.001,+0.022,2017-08-21T06:11:50
-0.3,-89.0,+0.5,-0.006,-1.001,+0.023,2017-08-21T06:11:52
-0.2,-89.0,+0.4,-0.006,-1.000,+0.023,2017-08-21T06:11:54
-0.2,-89.1,+0.4,-0.005,-1.002,+0.021,2017-08-21T06:11:56
-0.2,-89.0,+0.4,-0.007,-1.002,+0.020,2017-08-21T06:11:58
-0.3,-89.0,+0.4,-0.006,-1.001,+0.023,2017-08-21T06:12:00
-0.3,-89.0,+0.4,-0.006,-1.001,+0.023,2017-08-21T06:12:02
-0.3,-89.0,+0.5,-0.006,-1.001,+0.021,2017-08-21T06:12:04
-0.3,-88.9,+0.5,-0.007,-1.001,+0.021,2017-08-21T06:12:06
-0.3,-89.0,+0.5,-0.005,-1.001,+0.021,2017-08-21T06:12:08
-0.3,-89.0,+0.5,-0.007,-1.000,+0.022,2017-08-21T06:12:10
-0.3,-89.0,+0.5,-0.007,-1.001,+0.021,2017-08-21T06:12:12
-0.3,-89.0,+0.5,-0.007,-1.002,+0.022,2017-08-21T06:12:14
-0.3,-89.0,+0.4,-0.007,-1.001,+0.022,2017-08-21T06:12:16
-0.3,-89.0,+0.4,-0.006,-1.000,+0.021,2017-08-21T06:12:18
-0.3,-89.0,+0.5,-0.007,-1.001,+0.021,2017-08-21T06:12:20
-0.3,-89.0,+0.5,-0.007,-1.002,+0.021,2017-08-21T06:12:22
-0.3,-89.0,+0.4,-0.007,-1.002,+0.021,2017-08-21T06:12:25
-0.3,-89.0,+0.4,-0.008,-1.001,+0.022,2017-08-21T06:12:27
-0.3,-89.0,+0.4,-0.007,-1.001,+0.021,2017-08-21T06:12:29
-0.4,-89.0,+0.4,-0.007,-1.000,+0.022,2017-08-21T06:12:31
-0.3,-89.0,+0.4,-0.007,-1.002,+0.021,2017-08-21T06:12:33
-0.3,-89.0,+0.4,-0.009,-1.002,+0.022,2017-08-21T06:12:35
-0.3,-89.0,+0.4,-0.008,-1.001,+0.020,2017-08-21T06:12:37
-0.3,-89.0,+0.3,-0.007,-1.000,+0.022,2017-08-21T06:12:39
-0.3,-89.0,+0.4,-0.007,-1.000,+0.020,2017-08-21T06:12:41
-0.3,-89.0,+0.3,-0.008,-1.001,+0.021,2017-08-21T06:12:43
-0.4,-89.0,+0.4,-0.007,-1.002,+0.021,2017-08-21T06:12:45
-0.4,-89.0,+0.4,-0.008,-1.001,+0.021,2017-08-21T06:12:47
-0.4,-89.0,+0.4,-0.008,-1.002,+0.022,2017-08-21T06:12:49
-0.4,-89.0,+0.4,-0.007,-1.001,+0.022,2017-08-21T06:12:51
-0.4,-89.0,+0.4,-0.008,-1.000,+0.021,2017-08-21T06:12:53
-0.4,-89.0,+0.3,-0.009,-1.001,+0.022,2017-08-21T06:12:55
-0.4,-89.0,+0.3,-0.008,-1.001,+0.022,2017-08-21T06:12:57
-0.4,-89.0,+0.3,-0.008,-1.001,+0.021,2017-08-21T06:12:59
-0.4,-89.0,+0.3,-0.007,-1.001,+0.021,2017-08-21T06:13:01
-0.4,-89.0,+0.3,-0.009,-1.000,+0.021,2017-08-21T06:13:03
-0.4,-89.0,+0.3,-0.009,-1.001,+0.020,2017-08-21T06:13:05
-0.4,-89.0,+0.3,-0.008,-1.002,+0.021,2017-08-21T06:13:07
-0.4,-89.0,+0.2,-0.007,-1.001,+0.022,2017-08-21T06:13:10
-0.5,-89.0,+0.3,-0.009,-1.001,+0.022,2017-08-21T06:13:12
-0.5,-89.0,+0.3,-0.009,-1.001,+0.021,2017-08-21T06:13:14
-0.5,-89.0,+0.3,-0.009,-1.000,+0.020,2017-08-21T06:13:16
-0.5,-89.0,+0.4,-0.008,-1.003,+0.021,2017-08-21T06:13:18
-0.5,-89.0,+0.3,-0.008,-1.002,+0.021,2017-08-21T06:13:20
-0.5,-89.1,+0.4,-0.009,-1.001,+0.021,2017-08-21T06:13:22
-0.5,-89.0,+0.4,-0.009,-1.001,+0.021,2017-08-21T06:13:24
-0.5,-89.0,+0.4,-0.009,-1.002,+0.023,2017-08-21T06:13:26
-0.5,-89.0,+0.4,-0.008,-1.000,+0.021,2017-08-21T06:13:28
-0.5,-89.0,+0.4,-0.009,-1.002,+0.022,2017-08-21T06:13:30
-0.4,-89.0,+0.3,-0.010,-1.001,+0.020,2017-08-21T06:13:32
-0.5,-89.0,+0.3,-0.009,-1.001,+0.021,2017-08-21T06:13:34
-0.5,-89.0,+0.4,-0.009,-1.000,+0.023,2017-08-21T06:13:36
-0.5,-89.0,+0.4,-0.010,-1.002,+0.022,2017-08-21T06:13:38
-0.5,-89.0,+0.4,-0.009,-1.001,+0.022,2017-08-21T06:13:40
-0.5,-89.0,+0.4,-0.010,-1.000,+0.023,2017-08-21T06:13:42
-0.5,-89.0,+0.3,-0.009,-1.001,+0.022,2017-08-21T06:13:44
-0.5,-89.0,+0.2,-0.011,-1.001,+0.021,2017-08-21T06:13:46
-0.5,-89.0,+0.3,-0.009,-1.002,+0.021,2017-08-21T06:13:48
-0.5,-89.0,+0.2,-0.010,-1.000,+0.022,2017-08-21T06:13:50
-0.5,-89.0,+0.2,-0.010,-1.002,+0.021,2017-08-21T06:13:52
-0.5,-89.0,+0.2,-0.009,-1.001,+0.020,2017-08-21T06:13:54
-0.6,-89.0,+0.3,-0.011,-1.002,+0.020,2017-08-21T06:13:57
-0.6,-89.0,+0.3,-0.010,-1.001,+0.022,2017-08-21T06:13:59
-0.5,-89.0,+0.3,-0.011,-1.002,+0.021,2017-08-21T06:14:01
-0.6,-89.0,+0.3,-0.010,-1.002,+0.020,2017-08-21T06:14:03
-0.6,-89.1,+0.3,-0.009,-1.000,+0.021,2017-08-21T06:14:05
-0.5,-89.0,+0.3,-0.011,-1.000,+0.023,2017-08-21T06:14:07
-0.5,-89.0,+0.3,-0.010,-1.002,+0.021,2017-08-21T06:14:09
-0.5,-89.1,+0.3,-0.010,-1.002,+0.022,2017-08-21T06:14:11
-0.6,-89.0,+0.3,-0.010,-1.002,+0.020,2017-08-21T06:14:13
-0.5,-89.0,+0.3,-0.010,-1.001,+0.022,2017-08-21T06:14:15
-0.5,-89.0,+0.3,-0.010,-1.000,+0.021,2017-08-21T06:14:17
-0.5,-89.0,+0.2,-0.010,-1.002,+0.021,2017-08-21T06:14:19
-0.5,-89.0,+0.2,-0.011,-1.000,+0.022,2017-08-21T06:14:21
-0.5,-89.0,+0.3,-0.012,-1.002,+0.022,2017-08-21T06:14:23
-0.5,-89.1,+0.3,-0.012,-1.001,+0.022,2017-08-21T06:14:25
-0.5,-89.1,+0.4,-0.011,-1.001,+0.021,2017-08-21T06:14:27
-0.6,-89.1,+0.4,-0.010,-1.002,+0.021,2017-08-21T06:14:29
-0.6,-89.1,+0.3,-0.012,-1.002,+0.021,2017-08-21T06:14:31
-0.6,-89.1,+0.3,-0.011,-1.003,+0.020,2017-08-21T06:14:33
-0.6,-89.1,+0.3,-0.012,-1.001,+0.021,2017-08-21T06:14:35
-0.6,-89.0,+0.3,-0.011,-0.999,+0.022,2017-08-21T06:14:37
-0.6,-89.0,+0.4,-0.010,-1.001,+0.020,2017-08-21T06:14:39
-0.5,-89.0,+0.4,-0.012,-1.001,+0.022,2017-08-21T06:14:41
-0.5,-89.0,+0.4,-0.012,-1.002,+0.021,2017-08-21T06:14:44
-0.5,-89.0,+0.5,-0.010,-1.001,+0.021,2017-08-21T06:14:46
-0.6,-89.0,+0.6,-0.011,-1.002,+0.020,2017-08-21T06:14:48
-0.5,-89.0,+0.5,-0.011,-1.001,+0.020,2017-08-21T06:14:50
-0.5,-89.0,+0.5,-0.012,-1.003,+0.021,2017-08-21T06:14:52
-0.6,-89.0,+0.5,-0.012,-1.003,+0.023,2017-08-21T06:14:54
-0.6,-89.0,+0.5,-0.013,-1.001,+0.021,2017-08-21T06:14:56
-0.6,-89.0,+0.4,-0.012,-1.002,+0.021,2017-08-21T06:14:58
-0.7,-89.0,+0.4,-0.012,-1.001,+0.021,2017-08-21T06:15:00
-0.6,-89.0,+0.3,-0.011,-1.001,+0.021,2017-08-21T06:15:02
-0.6,-89.0,+0.3,-0.013,-1.003,+0.021,2017-08-21T06:15:04
-0.6,-89.0,+0.4,-0.012,-1.001,+0.021,2017-08-21T06:15:06
-0.6,-89.0,+0.4,-0.011,-1.001,+0.022,2017-08-21T06:15:08
-0.6,-89.0,+0.4,-0.012,-1.001,+0.021,2017-08-21T06:15:10
-0.6,-89.0,+0.4,-0.012,-1.001,+0.021,2017-08-21T06:15:12
-0.6,-89.0,+0.3,-0.012,-1.001,+0.022,2017-08-21T06:15:14
-0.6,-89.0,+0.3,-0.012,-1.002,+0.020,2017-08-21T06:15:16
-0.6,-89.0,+0.4,-0.012,-1.001,+0.022,2017-08-21T06:15:18
-0.7,-89.0,+0.3,-0.012,-1.001,+0.021,2017-08-21T06:15:20
-0.6,-89.0,+0.3,-0.013,-1.000,+0.021,2017-08-21T06:15:22
-0.6,-89.0,+0.4,-0.013,-1.001,+0.022,2017-08-21T06:15:24
-0.6,-89.0,+0.4,-0.013,-1.002,+0.021,2017-08-21T06:15:26
-0.6,-89.0,+0.4,-0.012,-1.001,+0.020,2017-08-21T06:15:28
-0.7,-89.0,+0.2,-0.013,-1.000,+0.022,2017-08-21T06:15:31
-0.6,-89.0,-0.1,-0.013,-1.000,+0.020,2017-08-21T06:15:33
-0.6,-89.0,-0.2,-0.012,-1.000,+0.022,2017-08-21T06:15:35
-0.6,-89.0,-0.4,-0.014,-1.001,+0.022,2017-08-21T06:15:37
-0.7,-89.0,-0.7,-0.012,-1.000,+0.022,2017-08-21T06:15:39
-0.7,-89.0,-0.8,-0.013,-1.000,+0.021,2017-08-21T06:15:41
-0.7,-89.0,-0.8,-0.014,-1.000,+0.021,2017-08-21T06:15:43
-0.7,-89.0,-0.8,-0.013,-1.001,+0.020,2017-08-21T06:15:45
-0.7,-89.0,-0.9,-0.014,-1.001,+0.021,2017-08-21T06:15:47
-0.7,-89.0,-0.9,-0.013,-1.002,+0.021,2017-08-21T06:15:49
-0.7,-89.0,-0.9,-0.013,-1.000,+0.022,2017-08-21T06:15:51
-0.7,-89.0,-0.9,-0.013,-1.000,+0.021,2017-08-21T06:15:53
-0.7,-89.0,-0.9,-0.015,-1.000,+0.022,2017-08-21T06:15:55
-0.7,-88.9,-0.9,-0.014,-1.002,+0.021,2017-08-21T06:15:57
-0.7,-89.0,-0.8,-0.015,-1.002,+0.021,2017-08-21T06:15:59
-0.7,-89.0,-0.8,-0.015,-1.001,+0.021,2017-08-21T06:16:01
-0.7,-89.0,-0.9,-0.014,-1.000,+0.022,2017-08-21T06:16:03
-0.7,-89.0,-0.7,-0.015,-1.001,+0.021,2017-08-21T06:16:05
-0.7,-89.0,-0.7,-0.013,-1.002,+0.022,2017-08-21T06:16:07
-0.7,-89.0,-0.8,-0.013,-1.001,+0.021,2017-08-21T06:16:09
-0.7,-89.0,-0.8,-0.015,-1.000,+0.021,2017-08-21T06:16:11
-0.7,-89.0,-0.9,-0.015,-1.000,+0.021,2017-08-21T06:16:13
-0.7,-89.0,-1.0,-0.015,-1.001,+0.021,2017-08-21T06:16:15
-0.7,-89.0,-0.9,-0.015,-1.001,+0.021,2017-08-21T06:16:18
-0.7,-89.0,-0.9,-0.013,-1.000,+0.021,2017-08-21T06:16:20
-0.7,-89.0,-0.9,-0.015,-1.001,+0.020,2017-08-21T06:16:22
-0.7,-89.0,-0.8,-0.014,-1.000,+0.021,2017-08-21T06:16:24
-0.7,-89.0,-0.6,-0.015,-1.001,+0.021,2017-08-21T06:16:26
-0.7,-89.0,-0.4,-0.015,-1.000,+0.022,2017-08-21T06:16:28
-0.8,-89.0,-0.3,-0.017,-1.000,+0.020,2017-08-21T06:16:30
-0.8,-88.9,-0.2,-0.014,-1.000,+0.020,2017-08-21T06:16:32
-0.8,-89.0,-0.2,-0.014,-1.000,+0.021,2017-08-21T06:16:34
-0.8,-89.0,-0.2,-0.015,-1.000,+0.022,2017-08-21T06:16:36
-0.8,-89.0,-0.2,-0.015,-1.002,+0.021,2017-08-21T06:16:38
-0.8,-89.0,-0.3,-0.015,-1.001,+0.021,2017-08-21T06:16:40
-0.8,-89.0,-0.1,-0.016,-1.000,+0.022,2017-08-21T06:16:42
-0.8,-89.0,-0.1,-0.015,-1.001,+0.021,2017-08-21T06:16:44
-0.8,-89.0,-0.2,-0.016,-1.000,+0.021,2017-08-21T06:16:46
-0.9,-89.0,-0.1,-0.016,-1.001,+0.021,2017-08-21T06:16:48
-0.8,-89.0,-0.1,-0.016,-1.002,+0.023,2017-08-21T06:16:50
-0.8,-89.0,-0.1,-0.017,-1.002,+0.020,2017-08-21T06:16:52
-0.8,-89.0,-0.1,-0.016,-1.001,+0.020,2017-08-21T06:16:54
-0.8,-89.0,-0.2,-0.016,-1.001,+0.021,2017-08-21T06:16:56
-0.8,-89.0,-0.2,-0.016,-1.001,+0.021,2017-08-21T06:16:58
-0.8,-89.0,-0.1,-0.015,-1.001,+0.022,2017-08-21T06:17:00
-0.8,-89.0,-0.1,-0.017,-1.002,+0.021,2017-08-21T06:17:03
-0.9,-89.0,-0.1,-0.016,-1.001,+0.020,2017-08-21T06:17:05
-0.9,-89.0,-0.1,-0.016,-1.000,+0.021,2017-08-21T06:17:07
-0.9,-89.0,-0.0,-0.015,-1.001,+0.021,2017-08-21T06:17:09
-0.9,-89.0,-0.1,-0.018,-1.002,+0.022,2017-08-21T06:17:11
-0.9,-89.0,-0.1,-0.017,-1.002,+0.021,2017-08-21T06:17:13
-0.9,-89.0,-0.0,-0.016,-1.000,+0.020,2017-08-21T06:17:15
-0.9,-89.0,-0.0,-0.016,-1.000,+0.021,2017-08-21T06:17:17
-0.9,-89.0,-0.0,-0.017,-0.999,+0.022,2017-08-21T06:17:19
-0.9,-89.0,+0.0,-0.016,-1.001,+0.022,2017-08-21T06:17:21
-0.9,-89.0,-0.1,-0.017,-1.002,+0.021,2017-08-21T06:17:23
-0.9,-89.0,-0.1,-0.016,-1.000,+0.021,2017-08-21T06:17:25
-0.9,-89.0,-0.1,-0.017,-1.000,+0.021,2017-08-21T06:17:27
-0.9,-89.0,-0.2,-0.017,-1.001,+0.020,2017-08-21T06:17:29
-0.9,-89.0,-0.1,-0.017,-1.000,+0.023,2017-08-21T06:17:31
-0.9,-89.0,-0.0,-0.017,-1.002,+0.021,2017-08-21T06:17:33
-0.9,-89.0,-0.1,-0.017,-0.999,+0.022,2017-08-21T06:17:35
-0.9,-89.0,-0.1,-0.018,-0.999,+0.021,2017-08-21T06:17:37
-0.9,-89.0,-0.0,-0.017,-1.003,+0.021,2017-08-21T06:17:39
-1.0,-89.0,-0.1,-0.018,-1.001,+0.021,2017-08-21T06:17:41
-0.9,-89.0,-0.1,-0.017,-1.002,+0.020,2017-08-21T06:17:43
-1.0,-89.0,-0.1,-0.019,-1.003,+0.021,2017-08-21T06:17:45
-1.0,-89.0,-0.1,-0.018,-0.999,+0.020,2017-08-21T06:17:47
-1.0,-89.0,-0.1,-0.018,-0.998,+0.021,2017-08-21T06:17:50
-1.0,-89.0,-0.1,-0.018,-1.002,+0.020,2017-08-21T06:17:52
-1.0,-89.0,-0.1,-0.018,-1.003,+0.020,2017-08-21T06:17:54
-1.0,-89.0,-0.2,-0.019,-1.001,+0.022,2017-08-21T06:17:56
-1.0,-89.0,-0.2,-0.018,-0.999,+0.021,2017-08-21T06:17:58
-1.0,-89.0,-0.2,-0.018,-0.998,+0.021,2017-08-21T06:18:00
-1.0,-89.0,-0.2,-0.018,-1.001,+0.021,2017-08-21T06:18:02
-1.0,-89.0,-0.2,-0.019,-1.001,+0.021,2017-08-21T06:18:04
-0.9,-89.0,-0.3,-0.017,-1.002,+0.019,2017-08-21T06:18:06
-1.0,-89.0,-0.2,-0.018,-0.999,+0.020,2017-08-21T06:18:08
-0.9,-89.0,-0.2,-0.018,-0.998,+0.021,2017-08-21T06:18:10
-1.0,-89.0,-0.3,-0.018,-0.998,+0.021,2017-08-21T06:18:13
-1.0,-89.0,-0.2,-0.019,-1.002,+0.022,2017-08-21T06:18:15
-1.0,-89.0,-0.1,-0.019,-1.002,+0.022,2017-08-21T06:18:17
-1.0,-88.9,-0.2,-0.018,-1.001,+0.021,2017-08-21T06:18:19
-1.0,-89.0,-0.2,-0.018,-0.997,+0.021,2017-08-21T06:18:21
-1.0,-89.0,-0.2,-0.020,-0.999,+0.019,2017-08-21T06:18:23
-1.0,-89.0,-0.2,-0.019,-1.001,+0.022,2017-08-21T06:18:25
-1.0,-89.0,-0.2,-0.018,-1.001,+0.021,2017-08-21T06:18:27
-1.0,-89.0,-0.1,-0.019,-1.003,+0.020,2017-08-21T06:18:29
-1.0,-89.0,-0.2,-0.019,-1.003,+0.020,2017-08-21T06:18:31
-1.1,-89.0,-0.2,-0.018,-0.998,+0.020,2017-08-21T06:18:33
-1.0,-89.0,-0.2,-0.020,-0.998,+0.021,2017-08-21T06:18:35
-1.1,-89.0,-0.3,-0.021,-1.003,+0.021,2017-08-21T06:18:37
-1.1,-89.0,-0.2,-0.019,-1.002,+0.020,2017-08-21T06:18:39
-1.1,-89.0,-0.2,-0.018,-1.004,+0.020,2017-08-21T06:18:41
-1.1,-89.0,-0.3,-0.018,-0.997,+0.021,2017-08-21T06:18:43
-1.1,-89.0,-0.2,-0.019,-0.997,+0.020,2017-08-21T06:18:45
-1.1,-89.0,-0.2,-0.019,-1.002,+0.021,2017-08-21T06:18:47
-1.1,-89.0,-0.2,-0.019,-1.002,+0.021,2017-08-21T06:18:49
-1.1,-89.0,-0.1,-0.019,-1.003,+0.021,2017-08-21T06:18:51
-1.0,-89.0,-0.1,-0.021,-0.998,+0.022,2017-08-21T06:18:53
-1.1,-89.0,-0.2,-0.019,-0.998,+0.021,2017-08-21T06:18:56
-1.0,-89.0,-0.2,-0.018,-1.002,+0.022,2017-08-21T06:18:58
-1.0,-89.0,-0.1,-0.019,-1.002,+0.021,2017-08-21T06:19:00
-1.0,-89.0,-0.0,-0.020,-1.001,+0.020,2017-08-21T06:19:02
-1.0,-89.0,+0.1,-0.019,-1.001,+0.020,2017-08-21T06:19:04
-1.0,-89.0,+0.3,-0.019,-0.998,+0.020,2017-08-21T06:19:06
-1.0,-89.0,+0.4,-0.019,-0.999,+0.020,2017-08-21T06:19:08
-1.0,-89.0,+0.3,-0.019,-1.004,+0.022,2017-08-21T06:19:10
-1.0,-89.0,+0.4,-0.018,-0.999,+0.018,2017-08-21T06:19:12
-1.0,-89.0,+0.3,-0.019,-1.004,+0.020,2017-08-21T06:19:14
-1.0,-89.0,+0.2,-0.018,-0.998,+0.021,2017-08-21T06:19:16
-1.0,-89.0,+0.3,-0.019,-0.998,+0.021,2017-08-21T06:19:18
-1.0,-89.0,+0.4,-0.019,-1.003,+0.021,2017-08-21T06:19:20
-1.0,-89.0,+0.3,-0.019,-1.002,+0.022,2017-08-21T06:19:22
-1.0,-89.0,+0.4,-0.017,-1.003,+0.020,2017-08-21T06:19:24
-1.0,-89.0,+0.4,-0.018,-0.999,+0.021,2017-08-21T06:19:26
-1.0,-89.0,+0.3,-0.018,-0.999,+0.022,2017-08-21T06:19:28
-1.0,-89.0,+0.4,-0.021,-1.004,+0.022,2017-08-21T06:19:30
-1.0,-89.0,+0.4,-0.018,-1.004,+0.021,2017-08-21T06:19:32
-1.0,-89.0,+0.3,-0.018,-1.001,+0.021,2017-08-21T06:19:34
-1.0,-89.0,+0.4,-0.018,-1.001,+0.021,2017-08-21T06:19:36
-1.0,-89.0,+0.4,-0.017,-0.999,+0.019,2017-08-21T06:19:38
-1.0,-89.0,+0.3,-0.017,-0.999,+0.021,2017-08-21T06:19:41
-1.0,-89.0,+0.2,-0.018,-1.002,+0.022,2017-08-21T06:19:43
-1.0,-89.0,+0.3,-0.017,-1.000,+0.020,2017-08-21T06:19:45
-1.0,-89.0,+0.2,-0.015,-0.999,+0.018,2017-08-21T06:19:47
-1.0,-88.9,+0.3,-0.018,-0.999,+0.021,2017-08-21T06:19:49
-1.0,-89.0,+0.2,-0.017,-0.998,+0.021,2017-08-21T06:19:51
-0.9,-89.0,+0.2,-0.018,-1.003,+0.020,2017-08-21T06:19:53
-1.0,-89.0,+0.3,-0.018,-1.003,+0.021,2017-08-21T06:19:55
-1.0,-89.0,+0.2,-0.018,-1.001,+0.020,2017-08-21T06:19:57
-1.0,-89.0,+0.2,-0.019,-1.000,+0.021,2017-08-21T06:19:59
-0.9,-89.0,+0.2,-0.017,-0.999,+0.021,2017-08-21T06:20:01
-0.9,-89.0,+0.2,-0.017,-1.004,+0.022,2017-08-21T06:20:03
-0.9,-89.0,+0.2,-0.018,-1.004,+0.022,2017-08-21T06:20:05
-0.9,-89.0,+0.3,-0.018,-1.001,+0.019,2017-08-21T06:20:07
-0.9,-89.0,+0.3,-0.017,-1.001,+0.020,2017-08-21T06:20:09
-0.9,-89.0,+0.2,-0.018,-1.000,+0.021,2017-08-21T06:20:11
-0.9,-89.0,+0.2,-0.017,-0.999,+0.020,2017-08-21T06:20:13
-0.9,-89.0,+0.2,-0.017,-1.004,+0.021,2017-08-21T06:20:15
-1.0,-89.0,+0.2,-0.018,-1.005,+0.021,2017-08-21T06:20:17
-0.9,-88.9,+0.3,-0.017,-1.001,+0.020,2017-08-21T06:20:19
-0.9,-89.0,+0.2,-0.016,-0.999,+0.021,2017-08-21T06:20:21
-0.9,-89.0,+0.1,-0.017,-1.000,+0.021,2017-08-21T06:20:23
-0.9,-89.0,+0.2,-0.015,-1.003,+0.021,2017-08-21T06:20:25
-0.8,-89.0,+0.2,-0.016,-1.003,+0.020,2017-08-21T06:20:28
-0.8,-89.0,+0.2,-0.015,-1.000,+0.020,2017-08-21T06:20:30
-0.9,-89.0,+0.2,-0.015,-1.000,+0.020,2017-08-21T06:20:32
-0.9,-89.0,+0.1,-0.017,-1.001,+0.021,2017-08-21T06:20:34
-0.9,-89.0,+0.1,-0.017,-1.003,+0.022,2017-08-21T06:20:36
-0.9,-89.0,+0.2,-0.016,-1.002,+0.024,2017-08-21T06:20:38
-0.9,-89.0,+0.1,-0.016,-0.999,+0.020,2017-08-21T06:20:40
-0.9,-89.0,+0.0,-0.015,-0.998,+0.020,2017-08-21T06:20:42
-0.9,-89.0,+0.0,-0.016,-1.000,+0.021,2017-08-21T06:20:44
-0.8,-88.9,+0.1,-0.016,-1.001,+0.021,2017-08-21T06:20:46
-0.8,-89.0,+0.0,-0.017,-1.003,+0.021,2017-08-21T06:20:48
-0.8,-89.0,+0.1,-0.014,-1.003,+0.022,2017-08-21T06:20:50
-0.8,-89.0,-0.0,-0.015,-0.999,+0.021,2017-08-21T06:20:52
-0.8,-88.9,-0.0,-0.016,-1.000,+0.022,2017-08-21T06:20:54
-0.7,-88.9,+0.0,-0.014,-0.999,+0.021,2017-08-21T06:20:56
-0.8,-88.9,+0.0,-0.016,-1.003,+0.021,2017-08-21T06:20:58
-0.8,-88.9,+0.0,-0.016,-1.003,+0.021,2017-08-21T06:21:00
-0.7,-89.0,+0.1,-0.015,-1.000,+0.020,2017-08-21T06:21:02
-0.8,-89.0,+0.1,-0.016,-0.999,+0.021,2017-08-21T06:21:04
-0.8,-89.0,+0.1,-0.016,-1.000,+0.022,2017-08-21T06:21:06
-0.7,-89.0,+0.1,-0.015,-1.002,+0.019,2017-08-21T06:21:08
-0.8,-89.0,+0.2,-0.014,-1.004,+0.020,2017-08-21T06:21:10
-0.7,-89.0,+0.1,-0.014,-0.999,+0.020,2017-08-21T06:21:12
-0.7,-89.0,+0.1,-0.014,-0.998,+0.021,2017-08-21T06:21:15
-0.7,-89.0,+0.1,-0.016,-1.002,+0.020,2017-08-21T06:21:17
-0.7,-89.0,+0.1,-0.015,-1.002,+0.020,2017-08-21T06:21:19
-0.7,-89.0,+0.1,-0.014,-1.003,+0.022,2017-08-21T06:21:21
-0.7,-89.0,+0.1,-0.014,-1.000,+0.020,2017-08-21T06:21:23
-0.7,-89.0,+0.1,-0.013,-1.001,+0.021,2017-08-21T06:21:25
-0.7,-89.0,+0.1,-0.015,-1.000,+0.021,2017-08-21T06:21:27
-0.7,-88.9,+0.2,-0.014,-1.000,+0.022,2017-08-21T06:21:29
-0.7,-89.0,+0.2,-0.014,-1.002,+0.022,2017-08-21T06:21:31
