reference_designator,method,stream_name,parameter_id,parameter_name,parameter_unit
CE04OSPS-SF01B-3B-OPTAAD105,streamed,optaa_sample,8080,wavelength_a,nm
CE04OSPS-SF01B-3B-OPTAAD105,streamed,optaa_sample,8081,wavelength_c,nm
CE04OSPS-SF01B-3B-OPTAAD105,streamed,optaa_sample,8082,wavelength,1
CE04OSPS-SF01B-3C-PARADA102,streamed,parad_sa_sample,192,par_counts_output,umol photons m-2 s-1
CE04OSPS-SF01B-3D-SPKIRA102,streamed,spkir_data_record,2645,spkir_downwelling_vector,uW cm-2 nm-1
CE04OSPS-SF01B-4A-NUTNRA102,streamed,nutnr_a_dark_sample,315,nitrate_concentration,uMol L-1
CE04OSPS-SF01B-4A-NUTNRA102,streamed,nutnr_a_sample,18,salinity_corrected_nitrate,εmol L-1
CE04OSPS-SF01B-4A-NUTNRA102,streamed,nutnr_a_sample,315,nitrate_concentration,uMol L-1
CE04OSPS-SF01B-4B-VELPTD106,streamed,velpt_velocity_data,3230,velpt_d_eastward_velocity,m s-1
CE04OSPS-SF01B-4B-VELPTD106,streamed,velpt_velocity_data,3231,velpt_d_northward_velocity,m s-1
CE04OSPS-SF01B-4B-VELPTD106,streamed,velpt_velocity_data,3232,velpt_d_upward_velocity,m s-1
CE04OSPS-SF01B-4B-VELPTD106,streamed,velpt_velocity_data,3248,pressure_mbar,0.001 dbar
CE04OSPS-SF01B-4F-PCO2WA102,streamed,pco2w_a_sami_data_record,930,pco2w_thermistor_temperature,deg_C
CE04OSPS-SF01B-4F-PCO2WA102,streamed,pco2w_a_sami_data_record,931,pco2_seawater,uatm
